,NOME,TELEFONE,CATEGORIA,SUBCATEGORIA,CIDADE,UF,EMAIL,EMPRESA,STATUS,ULTIMA_COMPRA,ORIGEM_LEAD,DATA_CADASTRO,RESPONSAVEL,PRIORIDADE,VALOR_POTENCIAL,ETAPA_FUNIL,PROXIMO_CONTATO,OBSERVACOES,TAGS,TELEFONE_2,WHATSAPP,LINKEDIN,INSTAGRAM,CARGO,,CEP,ID_CONTATO,LEAD_SCORE,RESPONSAVEL,DATA_CADASTRO,DATA_ULTIMA_INTERACAO
FALSE,Carlos Nunes,5516963307406,FORNECEDOR,Eucalipto Verde,Paraguacu Paulista,SP,carlos.nunes@email.com,Eucalipto Verde Alves,ATIVO,2025-09-11,,,,,,,,,,,,,,,,,,,,,
FALSE,Pedro Gomes,5516918006671,FORNECEDOR,Madeira Bruta,Campo Grande,MS,pedro.gomes@email.com,Madeira Bruta Martins,NOVO,2025-09-17,,,,,,,,,,,,,,,,,,,,,
FALSE,Felipe Ribeiro,5515986436994,FORNECEDOR,Briquetes,Marilia,SP,felipe.ribeiro@email.com,Briquetes Mendes,ATIVO,2025-01-27,,,,,,,,,,,,,,,,,,,,,
FALSE,Pedro Ribeiro,5518996410502,FORNECEDOR,Toras,Tupa,SP,pedro.ribeiro@email.com,Toras Ferreira,NOVO,2025-06-14,,,,,,,,,,,,,,,,,,,,,
FALSE,Joao Almeida,5518982105137,FORNECEDOR,Eucalipto Verde,Rancharia,SP,joao.almeida@email.com,Eucalipto Verde Mendes,ATIVO,2025-09-13,,,,,,,,,,,,,,,,,,,,,
FALSE,Andre Oliveira,5518925929908,FORNECEDOR,Lenha,Avare,SP,andre.oliveira@email.com,Lenha Gomes,ATIVO,2025-01-07,,,,,,,,,,,,,,,,,,,,,
FALSE,Larissa Santos,5518959311675,FORNECEDOR,Postes,Ourinhos,SP,larissa.santos@email.com,Postes Souza,ATIVO,2025-11-24,,,,,,,,,,,,,,,,,,,,,
FALSE,Carlos Alves,5517959357431,FORNECEDOR,Lenha,Avare,SP,carlos.alves@email.com,Lenha Ferreira,ATIVO,2025-02-24,,,,,,,,,,,,,,,,,,,,,
FALSE,Larissa Costa,5517911413403,FORNECEDOR,Palanques,Tupa,SP,larissa.costa@email.com,Palanques Lima,ATIVO,2025-10-12,,,,,,,,,,,,,,,,,,,,,
FALSE,Felipe Rocha,5514929249462,FORNECEDOR,Cavacos,Rancharia,SP,felipe.rocha@email.com,Cavacos Dias,ATIVO,2025-07-18,,,,,,,,,,,,,,,,,,,,,
FALSE,Larissa Nunes,5514969041340,FORNECEDOR,Lenha,Maringa,PR,larissa.nunes@email.com,Lenha Lima,ATIVO,2025-09-19,,,,,,,,,,,,,,,,,,,,,
FALSE,Rafael Gomes,5515922740422,FORNECEDOR,Tratamento CCA,Candido Mota,SP,rafael.gomes@email.com,Tratamento CCA Souza,ATIVO,2025-05-27,,,,,,,,,,,,,,,,,,,,,
FALSE,Joao Costa,5514999381193,FORNECEDOR,Postes,Bauru,SP,joao.costa@email.com,Postes Ferreira,ATIVO,2025-08-21,,,,,,,,,,,,,,,,,,,,,
FALSE,Thiago Souza,5517918334815,FORNECEDOR,Estacas,Candido Mota,SP,thiago.souza@email.com,Estacas Carvalho,ATIVO,2025-08-16,,,,,,,,,,,,,,,,,,,,,
FALSE,Juliana Alves,5518951730075,FORNECEDOR,Tratamento CCA,Campo Grande,MS,juliana.alves@email.com,Tratamento CCA Ribeiro,ATIVO,2025-08-25,,,,,,,,,,,,,,,,,,,,,
FALSE,Bruno Alves,5515975101104,FORNECEDOR,Postes,Assis,SP,bruno.alves@email.com,Postes Santos,NOVO,2025-04-17,,,,,,,,,,,,,,,,,,,,,
FALSE,Thiago Almeida,5515967475498,FORNECEDOR,Briquetes,Tupa,SP,thiago.almeida@email.com,Briquetes Souza,NOVO,2025-07-20,,,,,,,,,,,,,,,,,,,,,
FALSE,Larissa Souza,5516942489593,FORNECEDOR,Eucalipto Verde,Candido Mota,SP,larissa.souza@email.com,Eucalipto Verde Nunes,ATIVO,2025-04-22,,,,,,,,,,,,,,,,,,,,,
FALSE,Andre Mendes,5517963885508,FORNECEDOR,Toras,Botucatu,SP,andre.mendes@email.com,Toras Silva,ATIVO,2025-04-11,,,,,,,,,,,,,,,,,,,,,
FALSE,Julia Almeida,5518954322642,FORNECEDOR,Postes,Tupa,SP,julia.almeida@email.com,Postes Dias,ATIVO,2025-05-23,,,,,,,,,,,,,,,,,,,,,
FALSE,Rafael Ribeiro,5514974390119,FORNECEDOR,Palanques,Marilia,SP,rafael.ribeiro@email.com,Palanques Pereira,ATIVO,2025-05-20,,,,,,,,,,,,,,,,,,,,,
FALSE,Aline Mendes,5515947745395,FORNECEDOR,Eucalipto Verde,Tupa,SP,aline.mendes@email.com,Eucalipto Verde Gomes,ATIVO,2025-03-22,,,,,,,,,,,,,,,,,,,,,
FALSE,Andre Ferreira,5515916100785,FORNECEDOR,Mouroes,Londrina,PR,andre.ferreira@email.com,Mouroes Alves,VIP,2025-11-16,,,,,,,,,,,,,,,,,,,,,
FALSE,Larissa Costa,5517922079162,FORNECEDOR,Tratamento CCA,Londrina,PR,larissa.costa@email.com,Tratamento CCA Dias,ATIVO,2025-10-11,,,,,,,,,,,,,,,,,,,,,
FALSE,Julia Costa,5514969562699,FORNECEDOR,Cavacos,Londrina,PR,julia.costa@email.com,Cavacos Almeida,VIP,2025-03-27,,,,,,,,,,,,,,,,,,,,,
FALSE,Larissa Lima,5514952724332,FORNECEDOR,Mouroes,Ourinhos,SP,larissa.lima@email.com,Mouroes Oliveira,ATIVO,2025-11-24,,,,,,,,,,,,,,,,,,,,,
FALSE,Maria Pereira,5517971375096,FORNECEDOR,Palanques,Campo Grande,MS,maria.pereira@email.com,Palanques Rocha,NOVO,2025-10-10,,,,,,,,,,,,,,,,,,,,,
FALSE,Patricia Pereira,5518967999693,FORNECEDOR,Lenha,Marilia,SP,patricia.pereira@email.com,Lenha Santos,ATIVO,2025-12-20,,,,,,,,,,,,,,,,,,,,,
FALSE,Maria Ribeiro,5517970279131,FORNECEDOR,Briquetes,Tupa,SP,maria.ribeiro@email.com,Briquetes Alves,ATIVO,2025-12-27,,,,,,,,,,,,,,,,,,,,,
FALSE,Juliana Rodrigues,5518992446278,FORNECEDOR,Cavacos,Assis,SP,juliana.rodrigues@email.com,Cavacos Oliveira,NOVO,2025-03-08,,,,,,,,,,,,,,,,,,,,,
FALSE,Julia Carvalho,5515951942824,FORNECEDOR,Tratamento CCA,Ribeirao Preto,SP,julia.carvalho@email.com,Tratamento CCA Martins,ATIVO,2025-10-27,,,,,,,,,,,,,,,,,,,,,
FALSE,Pedro Rodrigues,5514918472828,FORNECEDOR,Estacas,Campo Grande,MS,pedro.rodrigues@email.com,Estacas Mendes,NOVO,2025-03-11,,,,,,,,,,,,,,,,,,,,,
FALSE,Rafael Dias,5516940218806,FORNECEDOR,Eucalipto Verde,Tupa,SP,rafael.dias@email.com,Eucalipto Verde Santos,ATIVO,2025-06-22,,,,,,,,,,,,,,,,,,,,,
FALSE,Felipe Martins,5518988331313,FORNECEDOR,Mouroes,Uberlandia,MG,felipe.martins@email.com,Mouroes Silva,ATIVO,2025-08-21,,,,,,,,,,,,,,,,,,,,,
FALSE,Thiago Carvalho,5515952637152,FORNECEDOR,Lenha,Paraguacu Paulista,SP,thiago.carvalho@email.com,Lenha Martins,ATIVO,2025-01-26,,,,,,,,,,,,,,,,,,,,,
FALSE,Larissa Santos,5514998523456,FORNECEDOR,Palanques,Botucatu,SP,larissa.santos@email.com,Palanques Pereira,ATIVO,2025-08-27,,,,,,,,,,,,,,,,,,,,,
FALSE,Larissa Souza,5517960415947,FORNECEDOR,Eucalipto Verde,Botucatu,SP,larissa.souza@email.com,Eucalipto Verde Almeida,ATIVO,2025-03-13,,,,,,,,,,,,,,,,,,,,,
FALSE,Juliana Pereira,5514953740854,FORNECEDOR,Briquetes,Goiania,GO,juliana.pereira@email.com,Briquetes Almeida,NOVO,2025-06-03,,,,,,,,,,,,,,,,,,,,,
FALSE,Aline Oliveira,5514941180696,FORNECEDOR,Cavacos,Ourinhos,SP,aline.oliveira@email.com,Cavacos Alves,NOVO,2025-11-10,,,,,,,,,,,,,,,,,,,,,
FALSE,Andre Martins,5515977730219,FORNECEDOR,Briquetes,Tupa,SP,andre.martins@email.com,Briquetes Dias,ATIVO,2025-02-11,,,,,,,,,,,,,,,,,,,,,
FALSE,Bruna Carvalho,5518967792809,FORNECEDOR,Mouroes,Candido Mota,SP,bruna.carvalho@email.com,Mouroes Moreira,ATIVO,2025-09-10,,,,,,,,,,,,,,,,,,,,,
FALSE,Aline Gomes,5514988995650,FORNECEDOR,Eucalipto Verde,Campo Grande,MS,aline.gomes@email.com,Eucalipto Verde Souza,ATIVO,2025-04-15,,,,,,,,,,,,,,,,,,,,,
FALSE,Maria Santos,5518972701683,FORNECEDOR,Madeira Bruta,Avare,SP,maria.santos@email.com,Madeira Bruta Costa,ATIVO,2025-02-09,,,,,,,,,,,,,,,,,,,,,
FALSE,Patricia Mendes,5518910473674,FORNECEDOR,Mouroes,Presidente Prudente,SP,patricia.mendes@email.com,Mouroes Martins,ATIVO,2025-02-20,,,,,,,,,,,,,,,,,,,,,
FALSE,Maria Santos,5517996940128,FORNECEDOR,Cavacos,Goiania,GO,maria.santos@email.com,Cavacos Souza,ATIVO,2025-05-26,,,,,,,,,,,,,,,,,,,,,
FALSE,Bruno Costa,5518934979719,FORNECEDOR,Postes,Piraju,SP,bruno.costa@email.com,Postes Lima,NOVO,2025-06-26,,,,,,,,,,,,,,,,,,,,,
FALSE,Juliana Ribeiro,5515931207461,FORNECEDOR,Eucalipto Verde,Londrina,PR,juliana.ribeiro@email.com,Eucalipto Verde Almeida,ATIVO,2025-07-18,,,,,,,,,,,,,,,,,,,,,
FALSE,Carlos Rocha,5518982838377,FORNECEDOR,Mouroes,Marilia,SP,carlos.rocha@email.com,Mouroes Martins,ATIVO,2025-11-19,,,,,,,,,,,,,,,,,,,,,
FALSE,Patricia Souza,5514931599192,FORNECEDOR,Cavacos,Marilia,SP,patricia.souza@email.com,Cavacos Costa,ATIVO,2025-07-17,,,,,,,,,,,,,,,,,,,,,
FALSE,Aline Pereira,5517945191008,FORNECEDOR,Cavacos,Ribeirao Preto,SP,aline.pereira@email.com,Cavacos Rodrigues,VIP,2025-01-22,,,,,,,,,,,,,,,,,,,,,
FALSE,Andre Costa,5514963889886,FORNECEDOR,Madeira Bruta,Marilia,SP,andre.costa@email.com,Madeira Bruta Mendes,ATIVO,2025-08-25,,,,,,,,,,,,,,,,,,,,,
FALSE,Camila Martins,5517914965082,FORNECEDOR,Eucalipto Verde,Avare,SP,camila.martins@email.com,Eucalipto Verde Mendes,ATIVO,2025-06-06,,,,,,,,,,,,,,,,,,,,,
FALSE,Carlos Pereira,5518950917487,FORNECEDOR,Tratamento CCA,Tupa,SP,carlos.pereira@email.com,Tratamento CCA Mendes,ATIVO,2025-03-05,,,,,,,,,,,,,,,,,,,,,
FALSE,Bruno Pereira,5518937362581,FORNECEDOR,Lenha,Ribeirao Preto,SP,bruno.pereira@email.com,Lenha Santos,ATIVO,2025-08-27,,,,,,,,,,,,,,,,,,,,,
FALSE,Juliana Mendes,5514990257198,FORNECEDOR,Estacas,Candido Mota,SP,juliana.mendes@email.com,Estacas Martins,ATIVO,2025-01-08,,,,,,,,,,,,,,,,,,,,,
FALSE,Lucas Dias,5516979099003,FORNECEDOR,Estacas,Marilia,SP,lucas.dias@email.com,Estacas Mendes,VIP,2025-11-15,,,,,,,,,,,,,,,,,,,,,
FALSE,Camila Ferreira,5517912799149,FORNECEDOR,Toras,Londrina,PR,camila.ferreira@email.com,Toras Ribeiro,VIP,2025-04-14,,,,,,,,,,,,,,,,,,,,,
FALSE,Bruna Almeida,5516935334025,FORNECEDOR,Palanques,Presidente Prudente,SP,bruna.almeida@email.com,Palanques Silva,ATIVO,2025-05-17,,,,,,,,,,,,,,,,,,,,,
FALSE,Larissa Pereira,5516953963403,FORNECEDOR,Lenha,Candido Mota,SP,larissa.pereira@email.com,Lenha Rodrigues,ATIVO,2025-11-14,,,,,,,,,,,,,,,,,,,,,
FALSE,Ricardo Moreira,5518970508981,FORNECEDOR,Madeira Bruta,Avare,SP,ricardo.moreira@email.com,Madeira Bruta Pereira,VIP,2025-01-04,,,,,,,,,,,,,,,,,,,,,
FALSE,Camila Gomes,5514949460134,FORNECEDOR,Mouroes,Campo Grande,MS,camila.gomes@email.com,Mouroes Silva,VIP,2025-10-22,,,,,,,,,,,,,,,,,,,,,
FALSE,Camila Carvalho,5517957989045,FORNECEDOR,Eucalipto Verde,Ourinhos,SP,camila.carvalho@email.com,Eucalipto Verde Rodrigues,ATIVO,2025-11-23,,,,,,,,,,,,,,,,,,,,,
FALSE,Carlos Oliveira,5517910232296,FORNECEDOR,Mouroes,Londrina,PR,carlos.oliveira@email.com,Mouroes Santos,ATIVO,2025-08-16,,,,,,,,,,,,,,,,,,,,,
FALSE,Bruno Mendes,5514969117519,FORNECEDOR,Eucalipto Verde,Marilia,SP,bruno.mendes@email.com,Eucalipto Verde Carvalho,NOVO,2025-09-05,,,,,,,,,,,,,,,,,,,,,
FALSE,Carlos Rocha,5518953949301,FORNECEDOR,Postes,Assis,SP,carlos.rocha@email.com,Postes Dias,NOVO,2025-07-08,,,,,,,,,,,,,,,,,,,,,
FALSE,Patricia Alves,5515992112002,FORNECEDOR,Briquetes,Goiania,GO,patricia.alves@email.com,Briquetes Almeida,ATIVO,2025-06-03,,,,,,,,,,,,,,,,,,,,,
FALSE,Juliana Costa,5515929468378,FORNECEDOR,Tratamento CCA,Piraju,SP,juliana.costa@email.com,Tratamento CCA Costa,VIP,2025-07-06,,,,,,,,,,,,,,,,,,,,,
FALSE,Bruna Carvalho,5517967984211,FORNECEDOR,Cavacos,Presidente Prudente,SP,bruna.carvalho@email.com,Cavacos Santos,VIP,2025-09-11,,,,,,,,,,,,,,,,,,,,,
FALSE,Camila Almeida,5516930250174,FORNECEDOR,Eucalipto Verde,Avare,SP,camila.almeida@email.com,Eucalipto Verde Nunes,NOVO,2025-09-25,,,,,,,,,,,,,,,,,,,,,
FALSE,Bruna Rocha,5517999151365,FORNECEDOR,Lenha,Ourinhos,SP,bruna.rocha@email.com,Lenha Oliveira,VIP,2025-08-19,,,,,,,,,,,,,,,,,,,,,
FALSE,Andre Costa,5515976207362,FORNECEDOR,Briquetes,Rancharia,SP,andre.costa@email.com,Briquetes Mendes,NOVO,2025-06-20,,,,,,,,,,,,,,,,,,,,,
FALSE,Julia Moreira,5518949003460,FORNECEDOR,Madeira Bruta,Maringa,PR,julia.moreira@email.com,Madeira Bruta Carvalho,VIP,2025-08-23,,,,,,,,,,,,,,,,,,,,,
FALSE,Andre Souza,5514923161531,FORNECEDOR,Cavacos,Piraju,SP,andre.souza@email.com,Cavacos Nunes,ATIVO,2025-02-23,,,,,,,,,,,,,,,,,,,,,
FALSE,Joao Pereira,5518972510627,FORNECEDOR,Tratamento CCA,Piraju,SP,joao.pereira@email.com,Tratamento CCA Nunes,ATIVO,2025-11-18,,,,,,,,,,,,,,,,,,,,,
FALSE,Ricardo Pereira,5517935585577,FORNECEDOR,Estacas,Uberlandia,MG,ricardo.pereira@email.com,Estacas Oliveira,ATIVO,2025-09-17,,,,,,,,,,,,,,,,,,,,,
FALSE,Lucas Mendes,5518974004105,FORNECEDOR,Eucalipto Verde,Bauru,SP,lucas.mendes@email.com,Eucalipto Verde Ferreira,VIP,2025-11-16,,,,,,,,,,,,,,,,,,,,,
FALSE,Bruno Oliveira,5518910563647,FORNECEDOR,Lenha,Candido Mota,SP,bruno.oliveira@email.com,Lenha Gomes,ATIVO,2025-04-12,,,,,,,,,,,,,,,,,,,,,
FALSE,Aline Pereira,5514968629568,FORNECEDOR,Toras,Piraju,SP,aline.pereira@email.com,Toras Mendes,VIP,2025-11-18,,,,,,,,,,,,,,,,,,,,,
TRUE,Lucas Rocha,5515991604461,CLIENTE,Construcao,Campo Grande,MS,lucas.rocha@email.com,Construcao Gomes,NOVO,2025-02-23,,,,,,,,,,,,,,,,,,,,,
TRUE,Aline Santos,5514943971034,CLIENTE,Pecuaria,Ribeirao Preto,SP,aline.santos@email.com,Pecuaria Dias,ATIVO,2025-06-20,,,,,,,,,,,,,,,,,,,,,
TRUE,Lucas Silva,5517964958560,CLIENTE,Pecuaria,Tupa,SP,lucas.silva@email.com,Pecuaria Alves,VIP,2025-01-13,,,,,,,,,,,,,,,,,,,,,
TRUE,Felipe Mendes,5515995530507,CLIENTE,Atacado,Ourinhos,SP,felipe.mendes@email.com,Atacado Ribeiro,ATIVO,2025-04-17,,,,,,,,,,,,,,,,,,,,,
TRUE,Camila Gomes,5517922803059,CLIENTE,Construcao,Uberlandia,MG,camila.gomes@email.com,Construcao Rodrigues,NOVO,2025-10-10,,,,,,,,,,,,,,,,,,,,,
TRUE,Andre Almeida,5518951841834,CLIENTE,Rural,Ribeirao Preto,SP,andre.almeida@email.com,Rural Martins,VIP,2025-03-19,,,,,,,,,,,,,,,,,,,,,
TRUE,Felipe Carvalho,5518928055222,CLIENTE,Varejo,Rancharia,SP,felipe.carvalho@email.com,Varejo Nunes,ATIVO,2025-12-23,,,,,,,,,,,,,,,,,,,,,
TRUE,Pedro Costa,5514915511315,CLIENTE,Exportacao,Presidente Prudente,SP,pedro.costa@email.com,Exportacao Moreira,VIP,2025-11-10,,,,,,,,,,,,,,,,,,,,,
TRUE,Ricardo Mendes,5517993638042,CLIENTE,Pecuaria,Ribeirao Preto,SP,ricardo.mendes@email.com,Pecuaria Gomes,ATIVO,2025-11-01,,,,,,,,,,,,,,,,,,,,,
TRUE,Aline Gomes,5514944818963,CLIENTE,Atacado,Tupa,SP,aline.gomes@email.com,Atacado Gomes,VIP,2025-10-24,,,,,,,,,,,,,,,,,,,,,
TRUE,Ana Martins,5517952007716,CLIENTE,Industrial,Bauru,SP,ana.martins@email.com,Industrial Almeida,VIP,2025-01-03,,,,,,,,,,,,,,,,,,,,,
TRUE,Camila Ferreira,5516999718235,CLIENTE,Mobiliario,Botucatu,SP,camila.ferreira@email.com,Mobiliario Oliveira,NOVO,2025-12-08,,,,,,,,,,,,,,,,,,,,,
TRUE,Maria Gomes,5515981438560,CLIENTE,Exportacao,Marilia,SP,maria.gomes@email.com,Exportacao Rocha,ATIVO,2025-09-27,,,,,,,,,,,,,,,,,,,,,
TRUE,Bruno Almeida,5515936254883,CLIENTE,Ceramica,Tupa,SP,bruno.almeida@email.com,Ceramica Oliveira,ATIVO,2025-01-21,,,,,,,,,,,,,,,,,,,,,
TRUE,Ana Oliveira,5518926365328,CLIENTE,Agropecuaria,Piraju,SP,ana.oliveira@email.com,Agropecuaria Mendes,VIP,2025-10-19,,,,,,,,,,,,,,,,,,,,,
TRUE,Joao Souza,5517993071441,CLIENTE,Industrial,Maringa,PR,joao.souza@email.com,Industrial Ribeiro,NOVO,2025-02-13,,,,,,,,,,,,,,,,,,,,,
TRUE,Joao Costa,5515949717523,CLIENTE,Industrial,Uberlandia,MG,joao.costa@email.com,Industrial Silva,ATIVO,2025-11-04,,,,,,,,,,,,,,,,,,,,,
TRUE,Thiago Alves,5517936673735,CLIENTE,Atacado,Botucatu,SP,thiago.alves@email.com,Atacado Martins,NOVO,2025-04-03,,,,,,,,,,,,,,,,,,,,,
TRUE,Joao Dias,5514945631810,CLIENTE,Pecuaria,Londrina,PR,joao.dias@email.com,Pecuaria Martins,ATIVO,2025-11-23,,,,,,,,,,,,,,,,,,,,,
TRUE,Andre Costa,5518979387534,CLIENTE,Mobiliario,Campo Grande,MS,andre.costa@email.com,Mobiliario Almeida,ATIVO,2025-07-24,,,,,,,,,,,,,,,,,,,,,
FALSE,Maria Nunes,5518922929337,CLIENTE,Ceramica,Botucatu,SP,maria.nunes@email.com,Ceramica Lima,ATIVO,2025-01-28,,,,,,,,,,,,,,,,,,,,,
FALSE,Ricardo Lima,5515951025096,CLIENTE,Pecuaria,Piraju,SP,ricardo.lima@email.com,Pecuaria Moreira,VIP,2025-09-24,,,,,,,,,,,,,,,,,,,,,
FALSE,Joao Gomes,5514951402090,CLIENTE,Mobiliario,Bauru,SP,joao.gomes@email.com,Mobiliario Costa,VIP,2025-04-06,,,,,,,,,,,,,,,,,,,,,
FALSE,Bruno Moreira,5517957583819,CLIENTE,Atacado,Tupa,SP,bruno.moreira@email.com,Atacado Rodrigues,ATIVO,2025-12-25,,,,,,,,,,,,,,,,,,,,,
FALSE,Carlos Gomes,5514912203398,CLIENTE,Mobiliario,Londrina,PR,carlos.gomes@email.com,Mobiliario Oliveira,VIP,2025-02-18,,,,,,,,,,,,,,,,,,,,,
FALSE,Lucas Souza,5515935005452,CLIENTE,Industrial,Rancharia,SP,lucas.souza@email.com,Industrial Moreira,VIP,2025-05-18,,,,,,,,,,,,,,,,,,,,,
FALSE,Felipe Pereira,5516929871411,CLIENTE,Exportacao,Campo Grande,MS,felipe.pereira@email.com,Exportacao Silva,ATIVO,2025-11-27,,,,,,,,,,,,,,,,,,,,,
FALSE,Lucas Nunes,5516929155041,CLIENTE,Industrial,Bauru,SP,lucas.nunes@email.com,Industrial Moreira,NOVO,2025-02-05,,,,,,,,,,,,,,,,,,,,,
FALSE,Rafael Oliveira,5517915073803,CLIENTE,Ceramica,Londrina,PR,rafael.oliveira@email.com,Ceramica Rocha,ATIVO,2025-06-21,,,,,,,,,,,,,,,,,,,,,
FALSE,Larissa Rocha,5514999715509,CLIENTE,Atacado,Uberlandia,MG,larissa.rocha@email.com,Atacado Mendes,VIP,2025-06-27,,,,,,,,,,,,,,,,,,,,,
FALSE,Patricia Oliveira,5516993420136,CLIENTE,Atacado,Uberlandia,MG,patricia.oliveira@email.com,Atacado Gomes,ATIVO,2025-04-08,,,,,,,,,,,,,,,,,,,,,
FALSE,Patricia Pereira,5518942935995,CLIENTE,Varejo,Rancharia,SP,patricia.pereira@email.com,Varejo Souza,VIP,2025-10-17,,,,,,,,,,,,,,,,,,,,,
FALSE,Thiago Dias,5518971806074,CLIENTE,Atacado,Londrina,PR,thiago.dias@email.com,Atacado Lima,ATIVO,2025-07-15,,,,,,,,,,,,,,,,,,,,,
FALSE,Carlos Moreira,5516978820817,CLIENTE,Rural,Campo Grande,MS,carlos.moreira@email.com,Rural Nunes,ATIVO,2025-10-23,,,,,,,,,,,,,,,,,,,,,
FALSE,Pedro Nunes,5518963988390,CLIENTE,Rural,Uberlandia,MG,pedro.nunes@email.com,Rural Moreira,ATIVO,2025-03-18,,,,,,,,,,,,,,,,,,,,,
FALSE,Ana Ribeiro,5515974217043,CLIENTE,Atacado,Piraju,SP,ana.ribeiro@email.com,Atacado Nunes,ATIVO,2025-10-06,,,,,,,,,,,,,,,,,,,,,
FALSE,Rafael Costa,5518917669599,CLIENTE,Ceramica,Candido Mota,SP,rafael.costa@email.com,Ceramica Rodrigues,ATIVO,2025-08-08,,,,,,,,,,,,,,,,,,,,,
FALSE,Julia Martins,5518928167756,CLIENTE,Rural,Uberlandia,MG,julia.martins@email.com,Rural Lima,ATIVO,2025-07-03,,,,,,,,,,,,,,,,,,,,,
FALSE,Patricia Souza,5515932291134,CLIENTE,Atacado,Bauru,SP,patricia.souza@email.com,Atacado Rocha,ATIVO,2025-03-27,,,,,,,,,,,,,,,,,,,,,
FALSE,Juliana Dias,5516984135951,CLIENTE,Rural,Ribeirao Preto,SP,juliana.dias@email.com,Rural Nunes,VIP,2025-01-18,,,,,,,,,,,,,,,,,,,,,
FALSE,Camila Nunes,5517944418356,CLIENTE,Ceramica,Candido Mota,SP,camila.nunes@email.com,Ceramica Ferreira,VIP,2025-06-25,,,,,,,,,,,,,,,,,,,,,
FALSE,Pedro Almeida,5515944272693,CLIENTE,Rural,Marilia,SP,pedro.almeida@email.com,Rural Moreira,ATIVO,2025-06-05,,,,,,,,,,,,,,,,,,,,,
FALSE,Felipe Dias,5517923737622,CLIENTE,Rural,Botucatu,SP,felipe.dias@email.com,Rural Souza,VIP,2025-05-21,,,,,,,,,,,,,,,,,,,,,
FALSE,Joao Lima,5514922151844,CLIENTE,Mobiliario,Presidente Prudente,SP,joao.lima@email.com,Mobiliario Alves,ATIVO,2025-06-05,,,,,,,,,,,,,,,,,,,,,
FALSE,Patricia Silva,5515943853831,CLIENTE,Ceramica,Avare,SP,patricia.silva@email.com,Ceramica Costa,ATIVO,2025-06-01,,,,,,,,,,,,,,,,,,,,,
FALSE,Felipe Ferreira,5517943471043,CLIENTE,Pecuaria,Ourinhos,SP,felipe.ferreira@email.com,Pecuaria Martins,ATIVO,2025-11-20,,,,,,,,,,,,,,,,,,,,,
FALSE,Julia Costa,5515971138993,CLIENTE,Construcao,Avare,SP,julia.costa@email.com,Construcao Moreira,ATIVO,2025-04-01,,,,,,,,,,,,,,,,,,,,,
FALSE,Ana Lima,5514959927573,CLIENTE,Atacado,Rancharia,SP,ana.lima@email.com,Atacado Silva,ATIVO,2025-05-02,,,,,,,,,,,,,,,,,,,,,
FALSE,Fernanda Almeida,5515978688440,CLIENTE,Varejo,Uberlandia,MG,fernanda.almeida@email.com,Varejo Almeida,VIP,2025-07-09,,,,,,,,,,,,,,,,,,,,,
FALSE,Andre Ferreira,5515965520092,CLIENTE,Agropecuaria,Presidente Prudente,SP,andre.ferreira@email.com,Agropecuaria Almeida,NOVO,2025-02-20,,,,,,,,,,,,,,,,,,,,,
FALSE,Camila Rodrigues,5514969992798,CLIENTE,Atacado,Avare,SP,camila.rodrigues@email.com,Atacado Alves,VIP,2025-11-04,,,,,,,,,,,,,,,,,,,,,
FALSE,Bruna Almeida,5516994232318,CLIENTE,Mobiliario,Avare,SP,bruna.almeida@email.com,Mobiliario Carvalho,ATIVO,2025-11-09,,,,,,,,,,,,,,,,,,,,,
FALSE,Joao Mendes,5516977615840,CLIENTE,Construcao,Botucatu,SP,joao.mendes@email.com,Construcao Moreira,ATIVO,2025-12-04,,,,,,,,,,,,,,,,,,,,,
FALSE,Maria Gomes,5514969187389,CLIENTE,Rural,Piraju,SP,maria.gomes@email.com,Rural Ferreira,ATIVO,2025-04-02,,,,,,,,,,,,,,,,,,,,,
FALSE,Aline Dias,5518989174999,CLIENTE,Pecuaria,Uberlandia,MG,aline.dias@email.com,Pecuaria Mendes,NOVO,2025-11-04,,,,,,,,,,,,,,,,,,,,,
FALSE,Thiago Ferreira,5516987342805,CLIENTE,Pecuaria,Candido Mota,SP,thiago.ferreira@email.com,Pecuaria Nunes,ATIVO,2025-10-12,,,,,,,,,,,,,,,,,,,,,
FALSE,Patricia Carvalho,5515929833497,CLIENTE,Mobiliario,Presidente Prudente,SP,patricia.carvalho@email.com,Mobiliario Ferreira,NOVO,2025-06-26,,,,,,,,,,,,,,,,,,,,,
FALSE,Ana Carvalho,5518933054207,CLIENTE,Agropecuaria,Paraguacu Paulista,SP,ana.carvalho@email.com,Agropecuaria Ferreira,NOVO,2025-07-23,,,,,,,,,,,,,,,,,,,,,
FALSE,Carlos Lima,5518971499772,CLIENTE,Varejo,Botucatu,SP,carlos.lima@email.com,Varejo Ribeiro,NOVO,2025-02-17,,,,,,,,,,,,,,,,,,,,,
FALSE,Bruno Carvalho,5518965885598,CLIENTE,Mobiliario,Presidente Prudente,SP,bruno.carvalho@email.com,Mobiliario Moreira,ATIVO,2025-06-27,,,,,,,,,,,,,,,,,,,,,
FALSE,Bruna Gomes,5515930150119,CLIENTE,Exportacao,Ribeirao Preto,SP,bruna.gomes@email.com,Exportacao Costa,NOVO,2025-11-01,,,,,,,,,,,,,,,,,,,,,
